,Winner,RedFighter,BlueFighter,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,HeightDif,ReachDif,AgeDif,Finish,HeightAdvantage,ReachAdvantage,AgeAdvantage
4825,Blue,Alex White,Clay Collard,180.34,185.42,145,182.88,180.34,155,26,21,-2.54,5.08,5,U-DEC,0.0,1.0,1.0
4827,Blue,Bobby Green,Edson Barboza,180.34,190.5,155,177.8,180.34,155,28,28,2.54,10.16,0,U-DEC,1.0,1.0,
4828,Blue,Brad Pickett,Chico Camus,167.64,167.64,125,167.64,172.72,135,36,29,0.0,-5.08,7,S-DEC,,0.0,1.0
4829,Blue,Jared Rosholt,Aleksei Oleinik,187.96,203.2,240,187.96,190.5,265,28,37,0.0,12.7,-9,KO/TKO,,1.0,0.0
4833,Blue,Luke Barnatt,Roger Narvaez,190.5,200.66,185,198.12,195.58,185,26,31,-7.62,5.08,-5,S-DEC,0.0,1.0,0.0
4835,Blue,Yves Edwards,Akbarh Arreola,177.8,180.34,155,175.26,185.42,155,38,31,2.54,-5.08,7,SUB,1.0,0.0,1.0
4837,Blue,Juan Puig,Dooho Choi,177.8,177.8,145,175.26,182.88,145,25,23,2.54,-5.08,2,,1.0,0.0,1.0
4839,Blue,Jake Ellenberger,Kelvin Gastelum,175.26,180.34,185,175.26,180.34,170,29,23,0.0,0.0,6,SUB,,,1.0
4842,Blue,Edgar Garcia,Hector Urbina,180.34,185.42,170,177.8,180.34,170,30,27,2.54,5.08,3,SUB,1.0,1.0,1.0
4849,Blue,Mauricio Rua,Ovince Saint Preux,190.5,203.2,205,185.42,193.04,205,32,31,5.08,10.16,1,KO/TKO,1.0,1.0,1.0
4858,Blue,Wagner Silva,Colby Covington,180.34,182.88,170,182.88,180.34,170,27,26,-2.54,2.54,1,SUB,0.0,1.0,1.0
4860,Blue,Ross Pearson,Al Iaquinta,177.8,177.8,155,172.72,175.26,155,30,27,5.08,2.54,3,KO/TKO,1.0,1.0,1.0
4865,Blue,Dylan Andrews,Sam Alvey,187.96,190.5,205,185.42,185.42,185,34,28,2.54,5.08,6,KO/TKO,1.0,1.0,1.0
4866,Blue,Richie Vaculik,Louis Smolka,175.26,172.72,135,167.64,175.26,125,31,23,7.62,-2.54,8,KO/TKO,1.0,0.0,1.0
4867,Blue,Vik Grujic,Chris Clements,177.8,177.8,170,180.34,185.42,170,37,38,-2.54,-7.62,-1,KO/TKO,0.0,0.0,0.0
4868,Blue,Luke Zachrich,Daniel Kelly,182.88,177.8,185,187.96,187.96,185,32,37,-5.08,-10.16,-5,SUB,0.0,0.0,0.0
4869,Blue,Jumabieke Tuerxun,Marcus Brimage,162.56,180.34,135,170.18,170.18,135,28,29,-7.62,10.16,-1,KO/TKO,0.0,1.0,0.0
4871,Blue,Glover Teixeira,Phil Davis,187.96,200.66,205,187.96,193.04,205,34,30,0.0,7.62,4,U-DEC,,1.0,1.0
4874,Blue,Diego Ferreira,Beneil Dariush,177.8,182.88,155,175.26,187.96,155,29,25,2.54,-5.08,4,U-DEC,1.0,0.0,1.0
4875,Blue,William Patolino,Neil Magny,190.5,203.2,170,180.34,190.5,170,23,27,10.16,12.7,-4,,1.0,1.0,0.0
4877,Blue,Scott Jorgensen,Wilson Reis,162.56,165.1,125,165.1,167.64,135,32,29,-2.54,-2.54,3,SUB,0.0,0.0,1.0
4878,Blue,Felipe Arantes,Andre Fili,180.34,187.96,145,172.72,185.42,135,26,24,7.62,2.54,2,U-DEC,1.0,1.0,1.0
4880,Blue,Fabricio Camoes,Anthony Rocco Martin,182.88,185.42,170,177.8,185.42,155,35,24,5.08,0.0,11,SUB,1.0,,1.0
4889,Blue,Jason Saggo,Paul Felder,180.34,177.8,155,180.34,180.34,155,28,30,0.0,-2.54,-2,S-DEC,,0.0,0.0
4890,Blue,Paddy Holohan,Chris Kelades,170.18,172.72,125,177.8,175.26,125,26,33,-7.62,-2.54,-7,U-DEC,0.0,0.0,0.0
4892,Blue,Gunnar Nelson,Rick Story,175.26,180.34,170,180.34,182.88,170,26,30,-5.08,-2.54,-4,S-DEC,0.0,0.0,0.0
4893,Blue,Akira Corassani,Max Holloway,180.34,175.26,155,172.72,172.72,145,32,22,7.62,2.54,10,KO/TKO,1.0,1.0,1.0
4894,Blue,Ilir Latifi,Jan Blachowicz,187.96,198.12,205,177.8,185.42,205,31,31,10.16,12.7,0,KO/TKO,1.0,1.0,
4895,Blue,Niklas Backstrom,Mike Wilkinson,170.18,172.72,145,185.42,187.96,145,25,27,-15.24,-15.24,-2,KO/TKO,0.0,0.0,0.0
4900,Blue,Tor Troeng,Krzysztof Jotko,185.42,195.58,185,187.96,195.58,185,31,25,-2.54,0.0,6,U-DEC,0.0,,1.0
4905,Blue,Dustin Poirier,Conor McGregor,175.26,187.96,155,175.26,182.88,155,25,26,0.0,5.08,-1,KO/TKO,,1.0,0.0
4906,Blue,Tim Kennedy,Yoel Romero,182.88,185.42,185,180.34,187.96,185,35,37,2.54,-2.54,-2,KO/TKO,1.0,0.0,0.0
4910,Blue,Patrick Cote,Stephen Thompson,182.88,190.5,170,180.34,180.34,170,34,31,2.54,10.16,3,U-DEC,1.0,1.0,1.0
4911,Blue,John Howard,Brian Ebersole,182.88,185.42,170,170.18,180.34,170,31,33,12.7,5.08,-2,S-DEC,1.0,1.0,0.0
4912,Blue,Jon Tuck,Kevin Lee,175.26,195.58,170,180.34,185.42,155,30,22,-5.08,10.16,8,U-DEC,0.0,1.0,1.0
4920,Blue,Alex Caceres,Masanori Kanehara,170.18,170.18,135,177.8,185.42,145,26,31,-7.62,-15.24,-5,U-DEC,0.0,0.0,0.0
4923,Blue,Michinori Tanaka,Kyung Ho Kang,175.26,185.42,135,165.1,170.18,135,23,27,10.16,15.24,-4,S-DEC,1.0,1.0,0.0
4924,Blue,Kazuki Tokudome,Johnny Case,177.8,182.88,155,180.34,185.42,155,27,25,-2.54,-2.54,2,SUB,0.0,0.0,1.0
4926,Blue,Antonio Silva,Andrei Arlovski,190.5,195.58,240,193.04,203.2,264,34,35,-2.54,-7.62,-1,KO/TKO,0.0,0.0,0.0
4933,Blue,Igor Araujo,George Sullivan,182.88,185.42,170,185.42,195.58,170,33,33,-2.54,-10.16,0,KO/TKO,0.0,0.0,
4935,Blue,Paulo Thiago,Sean Spencer,177.8,190.5,170,180.34,185.42,170,33,27,-2.54,5.08,6,U-DEC,0.0,1.0,1.0
4938,Blue,Alistair Overeem,Ben Rothwell,193.04,198.12,265,193.04,203.2,265,34,32,0.0,-5.08,2,KO/TKO,,0.0,1.0
4945,Blue,Sean Soriano,Chas Skelly,180.34,182.88,145,175.26,177.8,145,24,29,5.08,5.08,-5,U-DEC,1.0,1.0,0.0
4949,Blue,Ramsey Nijem,Diego Ferreira,175.26,187.96,155,180.34,190.5,155,26,29,-5.08,-2.54,-3,KO/TKO,0.0,0.0,0.0
4951,Blue,Lorenz Larkin,Derek Brunson,185.42,195.58,185,180.34,182.88,170,27,30,5.08,12.7,-3,U-DEC,1.0,1.0,0.0
4952,Blue,Ruan Potts,Anthony Hamilton,195.58,193.04,260,187.96,190.5,247,36,34,7.62,2.54,2,KO/TKO,1.0,1.0,1.0
4954,Blue,Benson Henderson,Rafael Dos Anjos,172.72,177.8,170,175.26,177.8,170,30,29,-2.54,0.0,1,KO/TKO,0.0,,1.0
4955,Blue,Mike Pyle,Jordan Mein,182.88,185.42,170,182.88,187.96,170,38,24,0.0,-2.54,14,KO/TKO,,0.0,1.0
4956,Blue,Francis Carmont,Thales Leites,185.42,198.12,185,190.5,198.12,205,32,32,-5.08,0.0,0,KO/TKO,0.0,,
4962,Blue,Aaron Phillips,Matt Hobar,177.8,177.8,135,175.26,177.8,135,25,27,2.54,0.0,-2,U-DEC,1.0,,0.0
4971,Blue,Roland Delorme,Ulka Sasaki,177.8,180.34,125,175.26,180.34,135,30,24,2.54,0.0,6,,1.0,,1.0
4972,Blue,An Ying Wang,Colby Covington,180.34,182.88,170,182.88,182.88,170,23,26,-2.54,0.0,-3,,0.0,,0.0
4973,Blue,Yao Zhikui,Royston Wee,170.18,170.18,135,165.1,162.56,125,23,27,5.08,7.62,-4,S-DEC,1.0,1.0,0.0
4974,Blue,Elizabeth Phillips,Milana Dudieva,160.02,154.94,135,167.64,165.1,135,28,25,-7.62,-10.16,3,S-DEC,0.0,0.0,1.0
4976,Blue,Gray Maynard,Ross Pearson,172.72,175.26,155,175.26,177.8,155,35,29,-2.54,-2.54,6,KO/TKO,0.0,0.0,1.0
4978,Blue,Seth Baczynski,Alan Jouban,182.88,185.42,170,190.5,187.96,170,32,32,-7.62,-2.54,0,KO/TKO,0.0,0.0,
4984,Blue,Nolan Ticman,Frankie Saenz,167.64,167.64,135,167.64,175.26,125,26,34,0.0,-7.62,-8,U-DEC,,0.0,0.0
4987,Blue,Clay Guida,Dennis Bermudez,167.64,167.64,155,170.18,177.8,155,32,27,-2.54,-10.16,5,SUB,0.0,0.0,1.0
4988,Blue,Josh Thomson,Bobby Green,177.8,180.34,155,177.8,180.34,155,35,27,0.0,0.0,8,S-DEC,,,1.0
4989,Blue,Daron Cruickshank,Jorge Masvidal,180.34,187.96,170,172.72,182.88,155,29,29,7.62,5.08,0,U-DEC,1.0,1.0,
4990,Blue,Kyle Kingsbury,Patrick Cummins,187.96,193.04,205,193.04,193.04,205,32,33,-5.08,0.0,-1,U-DEC,0.0,,0.0
4991,Blue,Hernani Perpetuo,Tim Means,187.96,190.5,170,182.88,187.96,170,29,30,5.08,2.54,-1,U-DEC,1.0,1.0,0.0
4992,Blue,Akbarh Arreola,Tiago Trator,175.26,177.8,145,177.8,180.34,155,31,27,-2.54,-2.54,4,,0.0,0.0,1.0
4993,Blue,Andreas Stahl,Gilbert Burns,177.8,180.34,155,180.34,185.42,170,26,28,-2.54,-5.08,-2,U-DEC,0.0,0.0,0.0
4994,Blue,Juliana Lima,Joanna Jedrzejczyk,167.64,165.1,125,165.1,165.1,115,32,26,2.54,0.0,6,U-DEC,1.0,,1.0
4995,Blue,Steven Siler,Noad Lahat,175.26,175.26,145,180.34,177.8,145,27,30,-5.08,-2.54,-3,U-DEC,0.0,0.0,0.0
4998,Blue,Brad Pickett,Ian McCall,165.1,162.56,125,167.64,172.72,135,35,30,-2.54,-10.16,5,U-DEC,0.0,0.0,1.0
5003,Blue,Tor Troeng,Trevor Smith,190.5,190.5,185,187.96,195.58,185,31,33,2.54,-5.08,-2,U-DEC,1.0,0.0,0.0
5004,Blue,Cody Donovan,Nikita Krylov,190.5,195.58,205,190.5,187.96,205,33,22,0.0,7.62,11,KO/TKO,,1.0,1.0
5009,Blue,Justin Salas,Joe Proctor,177.8,182.88,155,172.72,177.8,155,32,28,5.08,5.08,4,KO/TKO,1.0,1.0,1.0
5013,Blue,Jessamyn Duke,Leslie Smith,175.26,167.64,135,180.34,185.42,135,28,31,-5.08,-17.78,-3,KO/TKO,0.0,0.0,0.0
5014,Blue,Hugo Viana,Aljamain Sterling,170.18,180.34,135,167.64,170.18,135,31,24,2.54,10.16,7,KO/TKO,1.0,1.0,1.0
5019,Blue,Dhiego Lima,Eddie Gordon,182.88,193.04,185,187.96,187.96,170,25,30,-5.08,5.08,-5,KO/TKO,0.0,1.0,0.0
5021,Blue,Justin Scoggins,Dustin Ortiz,165.1,165.1,125,170.18,167.64,125,22,25,-5.08,-2.54,-3,S-DEC,0.0,0.0,0.0
5022,Blue,Jesse Ronson,Kevin Lee,175.26,195.58,170,177.8,182.88,155,28,21,-2.54,12.7,7,S-DEC,0.0,1.0,1.0
5023,Blue,Jumabieke Tuerxun,Leandro Issa,170.18,175.26,135,170.18,170.18,135,28,30,0.0,5.08,-2,SUB,,1.0,0.0
5030,Blue,Marcus Brimage,Russell Doane,170.18,177.8,135,162.56,180.34,135,29,27,7.62,-2.54,2,S-DEC,1.0,0.0,1.0
5033,Blue,Chris Camozzi,Bruno Santos,175.26,175.26,185,187.96,193.04,185,27,26,-12.7,-17.78,1,S-DEC,0.0,0.0,1.0
5034,Blue,George Roop,Rob Font,172.72,180.34,135,185.42,182.88,135,32,27,-12.7,-2.54,5,KO/TKO,0.0,0.0,1.0
5042,Blue,Colton Smith,Diego Ferreira,175.26,187.96,155,182.88,180.34,155,26,29,-7.62,7.62,-3,SUB,0.0,1.0,0.0
5043,Blue,Johnny Bedford,Cody Gibson,177.8,180.34,135,177.8,180.34,135,31,26,0.0,0.0,5,KO/TKO,,,1.0
5047,Blue,James Te Huna,Nate Marquardt,182.88,187.96,185,187.96,190.5,185,32,35,-5.08,-2.54,-3,SUB,0.0,0.0,0.0
5048,Blue,Soa Palelei,Jared Rosholt,187.96,190.5,265,193.04,205.74,265,36,27,-5.08,-15.24,9,U-DEC,0.0,0.0,1.0
5049,Blue,Hatsu Hioki,Charles Oliveira,177.8,187.96,155,180.34,177.8,145,30,24,-2.54,10.16,6,SUB,0.0,1.0,1.0
5053,Blue,Chris Indich,Vik Grujic,180.34,185.42,170,177.8,185.42,170,27,37,2.54,0.0,-10,KO/TKO,1.0,,0.0
5062,Blue,Daniel Sarafian,Kiichi Kunimoto,177.8,180.34,170,175.26,185.42,185,31,33,2.54,-5.08,-2,SUB,1.0,0.0,0.0
5065,Blue,Kajan Johnson,Tae Hyun Bang,175.26,180.34,155,180.34,190.5,155,30,31,-5.08,-10.16,-1,KO/TKO,0.0,0.0,0.0
5066,Blue,Roland Delorme,Michinori Tanaka,165.1,170.18,135,175.26,180.34,135,30,23,-10.16,-10.16,7,U-DEC,0.0,0.0,1.0
5072,Blue,Yves Edwards,Piotr Hallmann,175.26,180.34,155,175.26,185.42,155,37,26,0.0,-5.08,11,SUB,,0.0,1.0
5073,Blue,Erik Perez,Bryan Caraway,172.72,172.72,135,172.72,172.72,135,24,29,0.0,0.0,-5,SUB,,,0.0
5074,Blue,Yaotzin Meza,Sergio Pettis,167.64,175.26,135,175.26,187.96,145,33,20,-7.62,-12.7,13,U-DEC,0.0,0.0,1.0
5075,Blue,Bobby Voelker,Lance Benoist,180.34,185.42,170,182.88,190.5,170,35,25,-2.54,-5.08,10,U-DEC,0.0,0.0,1.0
5080,Blue,Vitor Miranda,Antonio Carlos Junior,187.96,200.66,185,185.42,195.58,185,35,24,2.54,5.08,11,U-DEC,1.0,1.0,1.0
5081,Blue,Marcio Alexandre Junior,Warlley Alves,180.34,182.88,170,182.88,190.5,185,25,23,-2.54,-7.62,2,SUB,0.0,0.0,1.0
5083,Blue,Rony Jason,Robert Peralta,172.72,180.34,145,170.18,177.8,145,30,28,2.54,2.54,2,S-DEC,1.0,1.0,1.0
5084,Blue,Rodrigo Damm,Rashid Magomedov,175.26,177.8,155,170.18,180.34,155,34,29,5.08,-2.54,5,U-DEC,1.0,0.0,1.0
5086,Blue,Paulo Thiago,Gasan Umalatov,180.34,180.34,170,180.34,185.42,170,33,31,0.0,-5.08,2,U-DEC,,0.0,1.0
5091,Blue,Mark Munoz,Gegard Mousasi,187.96,193.04,185,182.88,182.88,185,36,28,5.08,10.16,8,SUB,1.0,1.0,1.0
5092,Blue,Francis Carmont,CB Dollaway,187.96,193.04,185,190.5,198.12,205,32,30,-2.54,-5.08,2,U-DEC,0.0,0.0,1.0
5093,Blue,Luke Barnatt,Sean Strickland,185.42,193.04,170,198.12,195.58,185,26,23,-12.7,-2.54,3,S-DEC,0.0,0.0,1.0
5094,Blue,Tom Niinimaki,Niklas Backstrom,185.42,187.96,145,175.26,175.26,145,31,24,10.16,12.7,7,SUB,1.0,1.0,1.0
5097,Blue,Vaughan Lee,Iuri Alcantara,175.26,180.34,135,167.64,167.64,125,31,33,7.62,12.7,-2,KO/TKO,1.0,1.0,0.0
5099,Blue,Andy Ogle,Maximo Blanco,172.72,180.34,145,172.72,175.26,145,25,30,0.0,5.08,-5,U-DEC,,1.0,0.0
5100,Blue,Viktor Pesta,Ruslan Magomedov,190.5,198.12,242,190.5,195.58,240,23,27,0.0,2.54,-4,U-DEC,,1.0,0.0
5101,Blue,Renan Barao,TJ Dillashaw,167.64,170.18,125,167.64,177.8,135,27,28,0.0,-7.62,-1,KO/TKO,,0.0,0.0
5105,Blue,Jamie Varner,James Krause,187.96,185.42,170,172.72,182.88,155,29,27,15.24,2.54,2,KO/TKO,1.0,1.0,1.0
5109,Blue,Al Iaquinta,Mitch Clarke,177.8,185.42,155,177.8,177.8,155,27,28,0.0,7.62,-1,SUB,,1.0,0.0
5110,Blue,Anthony Njokuani,Vinc Pichel,177.8,182.88,155,185.42,190.5,155,34,31,-7.62,-7.62,3,U-DEC,0.0,0.0,1.0
5112,Blue,David Michaud,Li Jingliang,182.88,180.34,170,175.26,182.88,155,25,26,7.62,-2.54,-1,,1.0,0.0,0.0
5115,Blue,Erik Koch,Daron Cruickshank,172.72,182.88,155,177.8,180.34,155,25,28,-5.08,2.54,-3,KO/TKO,0.0,1.0,0.0
5121,Blue,Yan Cabral,Zak Cummings,182.88,190.5,185,180.34,185.42,155,30,29,2.54,5.08,1,U-DEC,1.0,1.0,1.0
5122,Blue,Eddie Wineland,Johnny Eduardo,170.18,180.34,135,170.18,175.26,135,29,35,0.0,5.08,-6,KO/TKO,,1.0,0.0
5123,Blue,Manvel Gamburyan,Nik Lentz,172.72,172.72,155,165.1,170.18,135,33,29,7.62,2.54,4,U-DEC,1.0,1.0,1.0
5125,Blue,Anthony Lapsley,Albert Tumenov,180.34,185.42,170,175.26,180.34,170,34,22,5.08,5.08,12,KO/TKO,1.0,1.0,1.0
5127,Blue,Phil Davis,Anthony Johnson,187.96,198.12,205,187.96,200.66,205,29,30,0.0,-2.54,-1,U-DEC,,0.0,0.0
5133,Blue,Jessamyn Duke,Bethe Correia,165.1,162.56,135,180.34,185.42,135,27,30,-15.24,-22.86,-3,U-DEC,0.0,0.0,0.0
5139,Blue,Brad Tavares,Yoel Romero,182.88,185.42,185,185.42,187.96,185,26,36,-2.54,-2.54,-10,U-DEC,0.0,0.0,0.0
5140,Blue,Rafael Dos Anjos,Khabib Nurmagomedov,177.8,177.8,155,172.72,177.8,170,29,25,5.08,0.0,4,U-DEC,1.0,,1.0
5143,Blue,Estevan Payan,Alex White,182.88,180.34,155,177.8,182.88,145,32,25,5.08,-2.54,7,KO/TKO,1.0,0.0,1.0
5149,Blue,Michael Bisping,Tim Kennedy,180.34,187.96,185,185.42,190.5,185,35,34,-5.08,-2.54,1,U-DEC,0.0,0.0,1.0
5151,Blue,Sheldon Westcott,Elias Theodorou,185.42,190.5,185,185.42,180.34,170,29,25,0.0,10.16,4,KO/TKO,,1.0,1.0
5154,Blue,Sam Stout,KJ Noons,177.8,182.88,155,175.26,177.8,155,29,31,2.54,5.08,-2,KO/TKO,1.0,1.0,0.0
5162,Blue,Minotauro Nogueira,Roy Nelson,182.88,182.88,263,190.5,195.58,240,37,37,-7.62,-12.7,0,,0.0,0.0,
5164,Blue,John Howard,Ryan LaFlare,185.42,187.96,170,170.18,180.34,170,31,30,15.24,7.62,1,U-DEC,1.0,1.0,1.0
5168,Blue,Alan Omer,Jim Alers,175.26,180.34,145,177.8,180.34,145,25,27,-2.54,0.0,-2,S-DEC,0.0,,0.0
5169,Blue,Mauricio Rua,Dan Henderson,180.34,187.96,185,185.42,193.04,205,32,43,-5.08,-5.08,-11,KO/TKO,0.0,0.0,0.0
5170,Blue,Cezar Ferreira,CB Dollaway,187.96,193.04,185,185.42,198.12,185,29,30,2.54,-5.08,-1,KO/TKO,1.0,0.0,0.0
5174,Blue,Ronny Markes,Thiago Santos,187.96,193.04,205,185.42,190.5,185,25,30,2.54,2.54,-5,KO/TKO,1.0,1.0,0.0
5176,Blue,Thiago Perpetuo,Kenny Robertson,177.8,187.96,170,177.8,180.34,170,26,30,0.0,7.62,-4,SUB,,1.0,0.0
5177,Blue,Francimar Barroso,Hans Stringer,190.5,185.42,205,185.42,190.5,205,34,26,5.08,-5.08,8,S-DEC,1.0,0.0,1.0
5180,Blue,Carlos Condit,Tyron Woodley,175.26,187.96,170,187.96,190.5,170,29,31,-12.7,-2.54,-2,KO/TKO,0.0,0.0,0.0
5181,Blue,Diego Sanchez,Myles Jury,177.8,185.42,145,177.8,182.88,170,32,25,0.0,2.54,7,U-DEC,,1.0,1.0
5182,Blue,Jake Shields,Hector Lombard,175.26,180.34,185,182.88,182.88,170,35,36,-7.62,-2.54,-1,U-DEC,0.0,0.0,0.0
5185,Blue,Raquel Pennington,Jessica Andrade,154.94,157.48,115,170.18,170.18,135,25,22,-15.24,-12.7,3,S-DEC,0.0,0.0,1.0
5187,Blue,Sean Spencer,Alex Garcia,175.26,182.88,170,177.8,190.5,170,26,26,-2.54,-7.62,0,S-DEC,0.0,0.0,
5188,Blue,Renee Forte,Francisco Trevino,175.26,177.8,155,170.18,180.34,155,26,32,5.08,-2.54,-6,U-DEC,1.0,0.0,0.0
5189,Blue,Will Campuzano,Justin Scoggins,170.18,167.64,125,175.26,177.8,125,27,21,-5.08,-10.16,6,U-DEC,0.0,0.0,1.0
5190,Blue,Bubba McDaniel,Sean Strickland,185.42,193.04,170,190.5,190.5,185,30,23,-5.08,2.54,7,,0.0,1.0,1.0
5191,Blue,Daniel Pineda,Rob Whiteford,175.26,175.26,145,170.18,175.26,145,28,30,5.08,0.0,-2,,1.0,,0.0
5196,Blue,Cyrille Diabate,Ilir Latifi,177.8,185.42,205,198.12,205.74,205,40,30,-20.32,-20.32,10,SUB,0.0,0.0,1.0
5198,Blue,Bradley Scott,Claudio Silva,180.34,180.34,170,185.42,193.04,170,24,31,-5.08,-12.7,-7,,0.0,0.0,0.0
5201,Blue,Sai Wang,Zhang Lipeng,180.34,180.34,155,182.88,182.88,170,28,23,-2.54,-2.54,5,,0.0,0.0,1.0
5204,Blue,Kazuki Tokudome,Yui Chul Nam,175.26,175.26,145,180.34,185.42,155,26,32,-5.08,-10.16,-6,S-DEC,0.0,0.0,0.0
5205,Blue,Nam Phan,Vaughan Lee,167.64,167.64,125,167.64,177.8,135,30,31,0.0,-10.16,-1,U-DEC,,0.0,0.0
5206,Blue,Albert Cheng,An Ying Wang,182.88,188.0,170,180.34,179.07,170,29,22,2.54,8.93,7,,1.0,1.0,1.0
5207,Blue,Jumabieke Tuerxun,Mark Eddiva,172.72,172.72,145,170.18,170.18,135,27,28,2.54,2.54,-1,U-DEC,1.0,1.0,0.0
5212,Blue,Robert Whittaker,Stephen Thompson,182.88,190.5,170,182.88,185.42,185,23,31,0.0,5.08,-8,KO/TKO,,1.0,0.0
5215,Blue,Cody Gibson,Aljamain Sterling,170.18,180.34,135,177.8,180.34,135,26,24,-7.62,0.0,2,U-DEC,0.0,,1.0
5217,Blue,Rafaello Oliveira,Erik Koch,177.8,180.34,155,172.72,180.34,155,32,25,5.08,0.0,7,KO/TKO,1.0,,1.0
5222,Blue,Viscardi Andrade,Nico Musoke,182.88,190.5,170,180.34,190.5,170,29,27,2.54,0.0,2,,1.0,,1.0
5224,Blue,Cristiano Marcello,Joe Proctor,177.8,182.88,155,175.26,182.88,155,36,28,2.54,0.0,8,U-DEC,1.0,,1.0
5230,Blue,Douglas Silva de Andrade,Zubaira Tukhugov,172.72,172.72,145,170.18,172.72,135,28,23,2.54,0.0,5,U-DEC,1.0,,1.0
5233,Blue,Frank Mir,Alistair Overeem,193.04,203.2,265,190.5,200.66,264,34,33,2.54,2.54,1,U-DEC,1.0,1.0,1.0
5234,Blue,John Lineker,Ali Bagautinov,162.56,165.1,125,160.02,170.18,135,23,28,2.54,-5.08,-5,U-DEC,1.0,0.0,0.0
5235,Blue,Jamie Varner,Abel Trujillo,172.72,177.8,155,172.72,182.88,155,29,30,0.0,-5.08,-1,KO/TKO,,0.0,0.0
5236,Blue,John Makdessi,Alan Patrick,180.34,187.96,155,172.72,172.72,155,28,30,7.62,15.24,-2,U-DEC,1.0,1.0,0.0
5241,Blue,Anthony Rocco Martin,Rashid Magomedov,175.26,177.8,155,182.88,185.42,170,24,29,-7.62,-7.62,-5,U-DEC,0.0,0.0,0.0
5246,Blue,Darren Elkins,Jeremy Stephens,172.72,180.34,145,177.8,180.34,145,29,27,-5.08,0.0,2,U-DEC,0.0,,1.0
5249,Blue,Junior Hernandez,Hugo Viana,167.64,170.18,135,175.26,175.26,135,27,31,-7.62,-5.08,-4,,0.0,0.0,0.0
5252,Blue,Walt Harris,Nikita Krylov,190.5,195.58,205,195.58,195.58,250,30,21,-5.08,0.0,9,KO/TKO,0.0,,1.0
5254,Blue,Lorenz Larkin,Brad Tavares,185.42,187.96,185,180.34,182.88,170,27,26,5.08,5.08,1,U-DEC,1.0,1.0,1.0
5260,Blue,Isaac Vallie-Flagg,Elias Silverio,180.34,185.42,155,172.72,172.72,155,35,27,7.62,12.7,8,U-DEC,1.0,1.0,1.0
5262,Blue,Alptekin Ozkilic,Louis Smolka,175.26,172.72,135,165.1,165.1,125,27,22,10.16,7.62,5,U-DEC,1.0,1.0,1.0
5264,Blue,Charlie Brenneman,Beneil Dariush,177.8,182.88,155,177.8,182.88,155,32,24,0.0,0.0,8,SUB,,,1.0
5274,Blue,Leandro Issa,Russell Doane,170.18,177.8,135,170.18,175.26,135,30,27,0.0,2.54,3,SUB,,1.0,1.0
5277,Blue,Josh Barnett,Travis Browne,198.12,200.66,255,190.5,198.12,250,36,31,7.62,2.54,5,KO/TKO,1.0,1.0,1.0
5280,Blue,Chris Leben,Uriah Hall,182.88,200.66,185,180.34,187.96,185,33,29,2.54,12.7,4,KO/TKO,1.0,1.0,1.0
5281,Blue,Gleison Tibau,Michael Johnson,177.8,185.42,145,177.8,180.34,155,30,27,0.0,5.08,3,KO/TKO,,1.0,1.0
5289,Blue,Court McGee,Ryan LaFlare,185.42,187.96,170,180.34,190.5,170,29,30,5.08,-2.54,-1,U-DEC,1.0,0.0,0.0
5290,Blue,Danny Castillo,Edson Barboza,180.34,190.5,155,175.26,180.34,155,34,27,5.08,10.16,7,M-DEC,1.0,1.0,1.0
5292,Blue,Scott Jorgensen,Zach Makovsky,162.56,162.56,125,165.1,167.64,135,31,30,-2.54,-5.08,1,U-DEC,0.0,0.0,1.0
5295,Blue,Darren Uyenoyama,Alptekin Ozkilic,165.1,165.1,125,167.64,162.56,125,34,27,-2.54,2.54,7,S-DEC,0.0,1.0,1.0
5298,Blue,Pat Barry,Soa Palelei,193.04,205.74,265,180.34,187.96,235,34,36,12.7,17.78,-2,KO/TKO,1.0,1.0,0.0
5299,Blue,Dylan Andrews,Clint Hester,187.96,195.58,205,185.42,185.42,185,34,27,2.54,10.16,7,KO/TKO,1.0,1.0,1.0
5300,Blue,Julie Kedzie,Bethe Correia,165.1,162.56,135,165.1,162.56,135,32,30,0.0,0.0,2,S-DEC,,,1.0
5302,Blue,Nick Ring,Caio Magalhaes,185.42,185.42,185,182.88,187.96,185,34,25,2.54,-2.54,9,U-DEC,1.0,0.0,1.0
5303,Blue,Richie Vaculik,Justin Scoggins,170.18,167.64,125,167.64,175.26,125,30,21,2.54,-7.62,9,KO/TKO,1.0,0.0,1.0
5304,Blue,Bruno Santos,Krzysztof Jotko,185.42,195.58,185,175.26,175.26,185,26,24,10.16,20.32,2,U-DEC,1.0,1.0,1.0
5305,Blue,Ben Wall,Alex Garcia,175.26,182.88,170,177.8,185.42,155,24,26,-2.54,-2.54,-2,KO/TKO,0.0,0.0,0.0
5306,Blue,Gray Maynard,Nate Diaz,182.88,193.04,170,175.26,177.8,155,34,28,7.62,15.24,6,KO/TKO,1.0,1.0,1.0
5310,Blue,Roxanne Modafferi,Raquel Pennington,170.18,170.18,135,170.18,175.26,125,31,25,0.0,-5.08,6,U-DEC,,0.0,1.0
