,Winner,RedFighter,BlueFighter,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,HeightDif,ReachDif,AgeDif,Finish,HeightAdvantage,ReachAdvantage,AgeAdvantage
4393,Blue,Anthony Perosh,Gian Villante,190.5,193.04,205,190.5,190.5,205,43,30,0.0,2.54,13,KO/TKO,,1.0,1.0
4394,Blue,Richie Vaculik,Danny Martinez,167.64,170.18,125,167.64,175.26,125,32,30,0.0,-5.08,2,U-DEC,,0.0,1.0
4403,Blue,Gilbert Burns,Rashid Magomedov,175.26,177.8,155,177.8,180.34,155,29,30,-2.54,-2.54,-1,U-DEC,0.0,0.0,0.0
4404,Blue,Fabio Maldonado,Corey Anderson,190.5,200.66,205,185.42,190.5,205,35,26,5.08,10.16,9,U-DEC,1.0,1.0,1.0
4405,Blue,Gleison Tibau,Abel Trujillo,172.72,177.8,155,177.8,180.34,155,32,32,-5.08,-2.54,0,DQ,0.0,0.0,
4406,Blue,Yan Cabral,Johnny Case,177.8,182.88,155,180.34,185.42,155,32,26,-2.54,-2.54,6,U-DEC,0.0,0.0,1.0
4407,Blue,Clay Guida,Thiago Tavares,170.18,172.72,145,170.18,177.8,155,33,30,0.0,-5.08,3,SUB,,0.0,1.0
4408,Blue,Kevin Souza,Chas Skelly,180.34,182.88,145,182.88,187.96,145,31,30,-2.54,-5.08,1,,0.0,0.0,1.0
4410,Blue,Pedro Munhoz,Jimmie Rivera,162.56,172.72,135,167.64,165.1,135,29,26,-5.08,7.62,3,S-DEC,0.0,1.0,1.0
4411,Blue,Bruno Korea,Matheus Nicolau,167.64,167.64,125,167.64,165.1,135,24,22,0.0,2.54,2,,,1.0,1.0
4412,Blue,Paddy Holohan,Louis Smolka,175.26,172.72,135,177.8,175.26,125,27,24,-2.54,-2.54,3,SUB,0.0,0.0,1.0
4417,Blue,Scott Askham,Krzysztof Jotko,185.42,195.58,185,190.5,190.5,185,27,26,-5.08,5.08,1,S-DEC,0.0,1.0,1.0
4418,Blue,Cathal Pendred,Tom Breese,190.5,185.42,185,185.42,190.5,170,28,24,5.08,-5.08,4,KO/TKO,1.0,0.0,1.0
4420,Blue,Bubba Bush,Garreth McLellan,185.42,182.88,185,182.88,185.42,185,30,33,2.54,-2.54,-3,KO/TKO,1.0,0.0,0.0
4423,Blue,Shawn Jordan,Ruslan Magomedov,190.5,198.12,242,182.88,190.5,260,30,28,7.62,7.62,2,U-DEC,1.0,1.0,1.0
4425,Blue,Jessica Eye,Julianna Pena,167.64,175.26,135,167.64,167.64,125,29,26,0.0,7.62,3,U-DEC,,1.0,1.0
4427,Blue,Alan Jouban,Albert Tumenov,180.34,185.42,170,182.88,185.42,170,33,23,-2.54,0.0,10,KO/TKO,0.0,,1.0
4430,Blue,Francisco Trevino,Sage Northcutt,182.88,180.34,170,175.26,177.8,155,33,19,7.62,2.54,14,KO/TKO,1.0,1.0,1.0
4431,Blue,Chris Cariaso,Sergio Pettis,167.64,175.26,135,160.02,160.02,125,34,22,7.62,15.24,12,U-DEC,1.0,1.0,1.0
4434,Blue,Gegard Mousasi,Uriah Hall,182.88,200.66,185,187.96,193.04,185,30,31,-5.08,7.62,-1,KO/TKO,0.0,1.0,0.0
4437,Blue,Katsunori Kikuno,Diego Brandao,170.18,172.72,145,172.72,167.64,145,33,28,-2.54,5.08,5,KO/TKO,0.0,1.0,1.0
4440,Blue,Naoyuki Kotani,Kajan Johnson,180.34,190.5,155,172.72,167.64,155,33,31,7.62,22.86,2,U-DEC,1.0,1.0,1.0
4445,Blue,Jan Blachowicz,Corey Anderson,190.5,200.66,205,187.96,198.12,205,32,25,2.54,2.54,7,U-DEC,1.0,1.0,1.0
4448,Blue,Francisco Rivera,John Lineker,160.02,170.18,135,172.72,172.72,135,33,25,-12.7,-2.54,8,SUB,0.0,0.0,1.0
4449,Blue,Jessica Andrade,Raquel Pennington,170.18,170.18,135,154.94,157.48,115,23,26,15.24,12.7,-3,SUB,1.0,1.0,0.0
4450,Blue,Clay Collard,Tiago Trator,175.26,177.8,145,180.34,185.42,145,22,28,-5.08,-7.62,-6,,0.0,0.0,0.0
4456,Blue,Chad Laprise,Francisco Trinaldo,175.26,177.8,155,177.8,180.34,170,29,36,-2.54,-2.54,-7,KO/TKO,0.0,0.0,0.0
4458,Blue,Maryna Moroz,Valerie Letourneau,170.18,172.72,115,170.18,170.18,125,23,32,0.0,2.54,-9,U-DEC,,1.0,0.0
4459,Blue,Sam Stout,Frankie Perez,180.34,185.42,155,175.26,177.8,155,31,26,5.08,7.62,5,KO/TKO,1.0,1.0,1.0
4460,Blue,Yves Jabouin,Felipe Arantes,172.72,185.42,135,170.18,172.72,135,36,27,2.54,12.7,9,SUB,1.0,1.0,1.0
4461,Blue,Marcos Rogerio de Lima,Nikita Krylov,190.5,195.58,205,185.42,190.5,253,30,23,5.08,5.08,7,SUB,1.0,1.0,1.0
4466,Blue,Michael Johnson,Beneil Dariush,177.8,182.88,155,177.8,185.42,145,29,26,0.0,-2.54,3,S-DEC,,0.0,1.0
4469,Blue,Sara McMann,Amanda Nunes,172.72,175.26,145,167.64,167.64,135,34,27,5.08,7.62,7,SUB,1.0,1.0,1.0
4475,Blue,Chris Dempsey,Jonathan Wilson,187.96,190.5,205,177.8,182.88,185,27,28,10.16,7.62,-1,KO/TKO,1.0,1.0,0.0
4477,Blue,Anthony Christodoulou,Scott Holtzman,175.26,175.26,155,175.26,182.88,155,28,31,0.0,-7.62,-3,SUB,,0.0,0.0
4486,Blue,Rafael Feijao,Patrick Cummins,187.96,193.04,205,185.42,185.42,205,35,34,2.54,7.62,1,,1.0,1.0,1.0
4490,Blue,Hugo Viana,Guido Cannetti,167.64,172.72,135,167.64,170.18,135,32,35,0.0,2.54,-3,U-DEC,,1.0,0.0
4495,Blue,Gian Villante,Tom Lawlor,182.88,187.96,205,190.5,193.04,205,29,32,-7.62,-5.08,-3,KO/TKO,0.0,0.0,0.0
4497,Blue,Kenny Robertson,Ben Saunders,187.96,195.58,170,177.8,187.96,170,31,32,10.16,7.62,-1,S-DEC,1.0,1.0,0.0
4498,Blue,Eddie Wineland,Bryan Caraway,172.72,172.72,135,170.18,175.26,135,31,30,2.54,-2.54,1,U-DEC,1.0,0.0,1.0
4499,Blue,Daron Cruickshank,James Krause,187.96,185.42,170,172.72,182.88,155,30,29,15.24,2.54,1,SUB,1.0,1.0,1.0
4500,Blue,Ramsey Nijem,Andrew Holbrook,180.34,177.8,155,180.34,190.5,155,27,29,0.0,-12.7,-2,S-DEC,,0.0,0.0
4501,Blue,Jessamyn Duke,Elizabeth Phillips,167.64,165.1,135,180.34,185.42,135,29,28,-12.7,-20.32,1,U-DEC,0.0,0.0,1.0
4504,Blue,Ross Pearson,Evan Dunham,177.8,177.8,155,172.72,175.26,155,30,33,5.08,2.54,-3,U-DEC,1.0,1.0,0.0
4513,Blue,Marcus Brimage,Jimmie Rivera,162.56,172.72,135,162.56,180.34,135,30,26,0.0,-7.62,4,KO/TKO,,0.0,1.0
4516,Blue,Josh Thomson,Tony Ferguson,180.34,193.04,155,177.8,180.34,155,36,31,2.54,12.7,5,U-DEC,1.0,1.0,1.0
4518,Blue,Scott Jorgensen,Manvel Gamburyan,165.1,170.18,135,165.1,167.64,135,32,34,0.0,2.54,-2,U-DEC,,1.0,0.0
4524,Blue,Igor Araujo,Sean Strickland,185.42,193.04,170,185.42,195.58,170,34,24,0.0,-2.54,10,U-DEC,,0.0,1.0
4526,Blue,Andrew Craig,Lyman Good,182.88,187.96,170,185.42,193.04,170,29,30,-2.54,-5.08,-1,KO/TKO,0.0,0.0,0.0
4527,Blue,Jake Ellenberger,Stephen Thompson,182.88,190.5,170,175.26,180.34,170,30,32,7.62,10.16,-2,KO/TKO,1.0,1.0,0.0
4531,Blue,Angela Magana,Michelle Waterson,160.02,157.48,115,154.94,165.1,115,31,29,5.08,-7.62,2,SUB,1.0,0.0,1.0
4534,Blue,Russell Doane,Jerrod Sanders,172.72,182.88,135,170.18,177.8,135,28,35,2.54,5.08,-7,U-DEC,1.0,1.0,0.0
4535,Blue,Dan Miller,Trevor Smith,190.5,190.5,185,185.42,187.96,185,34,34,5.08,2.54,0,U-DEC,1.0,1.0,
4537,Blue,Darrell Montague,Willie Gates,172.72,177.8,125,167.64,170.18,125,27,28,5.08,7.62,-1,KO/TKO,1.0,1.0,0.0
4538,Blue,Chad Mendes,Conor McGregor,175.26,187.96,155,167.64,167.64,145,30,26,7.62,20.32,4,KO/TKO,1.0,1.0,1.0
4540,Blue,Dennis Bermudez,Jeremy Stephens,172.72,180.34,145,167.64,167.64,155,28,29,5.08,12.7,-1,KO/TKO,1.0,1.0,0.0
4542,Blue,Brad Pickett,Thomas Almeida,170.18,177.8,135,167.64,172.72,135,36,23,2.54,5.08,13,KO/TKO,1.0,1.0,1.0
4544,Blue,Mike Swick,Alex Garcia,175.26,182.88,170,185.42,195.58,170,36,27,-10.16,-12.7,9,U-DEC,0.0,0.0,1.0
4545,Blue,Cathal Pendred,John Howard,170.18,180.34,170,185.42,190.5,170,27,32,-15.24,-10.16,-5,S-DEC,0.0,0.0,0.0
4547,Blue,Neil Seery,Louis Smolka,175.26,172.72,135,162.56,162.56,125,35,23,12.7,10.16,12,U-DEC,1.0,1.0,1.0
4548,Blue,Yosdenis Cedeno,Cody Pfister,177.8,185.42,155,172.72,175.26,155,30,24,5.08,10.16,6,U-DEC,1.0,1.0,1.0
4549,Blue,Lyoto Machida,Yoel Romero,182.88,185.42,185,185.42,187.96,185,37,38,-2.54,-2.54,-1,KO/TKO,0.0,0.0,0.0
4550,Blue,Santiago Ponzinibbio,Lorenz Larkin,180.34,182.88,170,182.88,185.42,170,28,28,-2.54,-2.54,0,KO/TKO,0.0,0.0,
4556,Blue,Steve Montgomery,Tony Sims,180.34,177.8,155,193.04,190.5,185,24,29,-12.7,-12.7,-5,KO/TKO,0.0,0.0,0.0
4557,Blue,Danny Martinez,Sirwan Kakai,165.1,167.64,135,167.64,170.18,125,30,25,-2.54,-2.54,5,U-DEC,0.0,0.0,1.0
4559,Blue,Dennis Siver,Tatsuya Kawajiri,170.18,175.26,145,167.64,177.8,145,36,37,2.54,-2.54,-1,U-DEC,1.0,0.0,0.0
4564,Blue,Alan Omer,Arnold Allen,172.72,177.8,145,177.8,180.34,145,26,21,-5.08,-2.54,5,SUB,0.0,0.0,1.0
4565,Blue,Niklas Backstrom,Noad Lahat,175.26,175.26,145,185.42,187.96,145,25,31,-10.16,-12.7,-6,M-DEC,0.0,0.0,0.0
4567,Blue,Piotr Hallmann,Magomed Mustafaev,172.72,180.34,155,175.26,180.34,155,27,26,-2.54,0.0,1,KO/TKO,0.0,,1.0
4569,Blue,Cain Velasquez,Fabricio Werdum,193.04,195.58,231,185.42,195.58,240,32,37,7.62,0.0,-5,SUB,1.0,,0.0
4570,Blue,Gilbert Melendez,Eddie Alvarez,175.26,175.26,155,175.26,185.42,145,33,31,0.0,-10.16,2,S-DEC,,0.0,1.0
4576,Blue,Alejandro Perez,Patrick Williams,172.72,185.42,135,167.64,170.18,135,25,33,5.08,15.24,-8,SUB,1.0,1.0,0.0
4577,Blue,Francisco Trevino,Johnny Case,177.8,182.88,155,175.26,177.8,155,33,25,2.54,5.08,8,U-DEC,1.0,1.0,1.0
4578,Blue,Augusto Montano,Cathal Pendred,185.42,190.5,170,185.42,185.42,170,30,27,0.0,5.08,3,U-DEC,,1.0,1.0
4580,Blue,Tim Boetsch,Dan Henderson,180.34,187.96,185,182.88,187.96,185,34,44,-2.54,0.0,-10,KO/TKO,0.0,,0.0
4583,Blue,Thiago Tavares,Brian Ortega,172.72,175.26,145,170.18,172.72,145,30,24,2.54,2.54,6,KO/TKO,1.0,1.0,1.0
4584,Blue,Joe Soto,Anthony Birchak,172.72,175.26,135,167.64,165.1,135,28,29,5.08,10.16,-1,KO/TKO,1.0,1.0,0.0
4587,Blue,Brian Ebersole,Omari Akhmedov,182.88,185.42,185,182.88,185.42,170,34,27,0.0,0.0,7,KO/TKO,,,1.0
4590,Blue,Ricardo Abreu,Jake Collier,190.5,198.12,205,180.34,185.42,185,31,26,10.16,12.7,5,S-DEC,1.0,1.0,1.0
4593,Blue,Nik Lentz,Charles Oliveira,177.8,187.96,155,172.72,172.72,155,30,25,5.08,15.24,5,SUB,1.0,1.0,1.0
4594,Blue,KJ Noons,Alex Oliveira,180.34,193.04,170,177.8,182.88,155,32,27,2.54,10.16,5,SUB,1.0,1.0,1.0
4597,Blue,Wendell Oliveira,Darren Till,182.88,187.96,170,177.8,182.88,170,31,22,5.08,5.08,9,,1.0,1.0,1.0
4599,Blue,Elizeu Zaleski dos Santos,Nicolas Dalby,180.34,187.96,170,180.34,185.42,170,28,30,0.0,2.54,-2,S-DEC,,1.0,0.0
4600,Blue,Lucas Martins,Mirsad Bektic,172.72,177.8,145,182.88,182.88,145,26,24,-10.16,-5.08,2,KO/TKO,0.0,0.0,1.0
4602,Blue,Luiz Dutra,Tom Breese,190.5,185.42,185,180.34,180.34,170,33,23,10.16,5.08,10,KO/TKO,1.0,1.0,1.0
4603,Blue,Anthony Johnson,Daniel Cormier,180.34,182.88,235,187.96,198.12,205,31,36,-7.62,-15.24,-5,SUB,0.0,0.0,0.0
4606,Blue,Travis Browne,Andrei Arlovski,190.5,195.58,240,198.12,200.66,255,32,36,-7.62,-5.08,-4,KO/TKO,0.0,0.0,0.0
4610,Blue,Uriah Hall,Rafael Natal,182.88,193.04,185,182.88,200.66,185,30,32,0.0,-7.62,-2,S-DEC,,0.0,0.0
4611,Blue,Mike Pyle,Colby Covington,180.34,182.88,170,182.88,187.96,170,39,27,-2.54,-5.08,12,U-DEC,0.0,0.0,1.0
4617,Blue,Hyun Gyu Lim,Neil Magny,190.5,203.2,170,190.5,195.58,170,30,27,0.0,7.62,3,KO/TKO,,1.0,1.0
4619,Blue,Mark Eddiva,Levan Makashvili,172.72,172.72,145,172.72,172.72,145,29,26,0.0,0.0,3,S-DEC,,,1.0
4620,Blue,Tae Hyun Bang,Jon Tuck,180.34,185.42,155,175.26,180.34,155,32,30,5.08,5.08,2,SUB,1.0,1.0,1.0
4621,Blue,Zhang Lipeng,Kajan Johnson,180.34,190.5,155,180.34,180.34,155,25,31,0.0,10.16,-6,,,1.0,0.0
4624,Blue,Roldan Sangcha-an,Jon Delos Reyes,167.64,170.18,125,162.56,165.1,125,24,27,5.08,5.08,-3,,1.0,1.0,0.0
4625,Blue,Nolan Ticman,Yao Zhikui,165.1,162.56,125,167.64,175.26,125,26,24,-2.54,-12.7,2,S-DEC,0.0,0.0,1.0
4627,Blue,Brad Tavares,Robert Whittaker,182.88,185.42,185,185.42,187.96,185,27,24,-2.54,-2.54,3,KO/TKO,0.0,0.0,1.0
4628,Blue,Anthony Perosh,Sean O'Connell,185.42,187.96,205,190.5,190.5,205,42,31,-5.08,-2.54,11,KO/TKO,0.0,0.0,1.0
4629,Blue,Jake Matthews,James Vick,190.5,193.04,155,180.34,185.42,170,20,28,10.16,7.62,-8,SUB,1.0,1.0,0.0
4630,Blue,Hatsu Hioki,Dan Hooker,182.88,190.5,155,180.34,177.8,145,31,25,2.54,12.7,6,KO/TKO,1.0,1.0,1.0
4632,Blue,Daniel Kelly,Sam Alvey,187.96,190.5,205,182.88,177.8,185,37,29,5.08,12.7,8,KO/TKO,1.0,1.0,1.0
4634,Blue,Dylan Andrews,Bradley Scott,185.42,193.04,170,185.42,185.42,185,35,25,0.0,7.62,10,,,1.0,1.0
4636,Blue,Vik Grujic,Brendan O'Reilly,170.18,175.26,170,180.34,185.42,170,38,27,-10.16,-10.16,11,U-DEC,0.0,0.0,1.0
4637,Blue,Alptekin Ozkilic,Ben Nguyen,165.1,165.1,125,165.1,165.1,125,29,26,0.0,0.0,3,KO/TKO,,,1.0
4642,Blue,Yves Jabouin,Thomas Almeida,170.18,177.8,135,170.18,172.72,135,35,23,0.0,5.08,12,KO/TKO,,1.0,1.0
4648,Blue,Jessica Rakoczy,Valerie Letourneau,170.18,172.72,115,170.18,172.72,115,38,31,0.0,0.0,7,U-DEC,,,1.0
4650,Blue,Lyoto Machida,Luke Rockhold,190.5,195.58,185,185.42,187.96,185,36,30,5.08,7.62,6,SUB,1.0,1.0,1.0
4652,Blue,Cub Swanson,Max Holloway,180.34,175.26,155,172.72,177.8,145,31,23,7.62,-2.54,8,SUB,1.0,0.0,1.0
4653,Blue,Felice Herrig,Paige VanZant,162.56,165.1,115,162.56,165.1,115,30,21,0.0,0.0,9,U-DEC,,,1.0
4654,Blue,Jim Miller,Beneil Dariush,177.8,182.88,155,172.72,180.34,155,31,25,5.08,2.54,6,U-DEC,1.0,1.0,1.0
4656,Blue,Corey Anderson,Gian Villante,190.5,193.04,205,190.5,200.66,205,25,29,0.0,-7.62,-4,KO/TKO,,0.0,0.0
4657,Blue,Takeya Mizugaki,Aljamain Sterling,170.18,180.34,135,170.18,172.72,135,31,25,0.0,7.62,6,SUB,,1.0,1.0
4658,Blue,George Sullivan,Tim Means,187.96,190.5,170,182.88,185.42,170,34,31,5.08,5.08,3,SUB,1.0,1.0,1.0
4660,Blue,Eddie Gordon,Chris Dempsey,177.8,182.88,185,182.88,193.04,185,31,27,-5.08,-10.16,4,S-DEC,0.0,0.0,1.0
4661,Blue,Gabriel Gonzaga,Mirko Cro Cop,187.96,185.42,230,187.96,193.04,242,35,40,0.0,-7.62,-5,,,0.0,0.0
4664,Blue,Joanne Calderwood,Maryna Moroz,170.18,170.18,125,167.64,165.1,125,29,23,2.54,5.08,6,SUB,1.0,1.0,1.0
4665,Blue,Seth Baczynski,Leon Edwards,182.88,187.96,170,190.5,187.96,170,33,23,-7.62,0.0,10,KO/TKO,0.0,,1.0
4668,Blue,Damian Stasiak,Yaotzin Meza,175.26,187.96,145,165.1,177.8,135,25,34,10.16,10.16,-9,U-DEC,1.0,1.0,0.0
4669,Blue,Daniel Omielanczuk,Anthony Hamilton,195.58,193.04,260,182.88,187.96,247,32,34,12.7,5.08,-2,U-DEC,1.0,1.0,0.0
4670,Blue,Izabela Badurek,Alexandra Albu,157.48,160.02,115,165.1,165.0,115,23,24,-7.62,-4.98,-1,,0.0,0.0,0.0
4671,Blue,Marcin Bandel,Stevie Ray,177.8,177.8,155,177.8,177.8,155,25,25,0.0,0.0,0,KO/TKO,,,
4674,Blue,Jorge Masvidal,Al Iaquinta,177.8,177.8,155,180.34,187.96,170,30,27,-2.54,-10.16,3,S-DEC,0.0,0.0,1.0
4680,Blue,Gray Maynard,Alexander Yakovlev,190.5,187.96,155,175.26,177.8,155,35,30,15.24,10.16,5,U-DEC,1.0,1.0,1.0
4681,Blue,Shamil Abdurakhimov,Tim Johnson,190.5,195.58,265,190.5,193.04,235,33,30,0.0,2.54,3,,,1.0,1.0
4692,Blue,Jorge de Oliveira,Christos Giagos,177.8,180.34,155,172.72,180.34,155,35,25,5.08,0.0,10,SUB,1.0,,1.0
4693,Blue,Bentley Syler,Fredy Serrano,160.02,165.1,125,162.56,172.72,125,32,35,-2.54,-7.62,-3,KO/TKO,0.0,0.0,0.0
4694,Blue,Anthony Pettis,Rafael Dos Anjos,172.72,177.8,170,177.8,182.88,170,28,30,-5.08,-5.08,-2,U-DEC,0.0,0.0,0.0
4695,Blue,Carla Esparza,Joanna Jedrzejczyk,167.64,165.1,125,154.94,160.02,115,27,27,12.7,5.08,0,KO/TKO,1.0,1.0,
4697,Blue,Roy Nelson,Alistair Overeem,193.04,203.2,265,182.88,182.88,263,38,34,10.16,20.32,4,U-DEC,1.0,1.0,1.0
4698,Blue,Chris Cariaso,Henry Cejudo,162.56,162.56,135,160.02,160.02,125,33,28,2.54,2.54,5,U-DEC,1.0,1.0,1.0
4701,Blue,Daron Cruickshank,Beneil Dariush,177.8,182.88,155,172.72,182.88,155,29,25,5.08,0.0,4,SUB,1.0,,1.0
4703,Blue,Sergio Pettis,Ryan Benoit,165.1,172.72,125,167.64,175.26,135,21,25,-2.54,-2.54,-4,KO/TKO,0.0,0.0,0.0
4704,Blue,Jake Lindsey,Joe Duffy,177.8,185.42,155,180.34,180.34,155,28,27,-2.54,5.08,1,KO/TKO,0.0,1.0,1.0
4705,Blue,Larissa Pacheco,Germaine de Randamie,175.26,180.34,135,170.18,175.26,135,20,30,5.08,5.08,-10,KO/TKO,1.0,1.0,0.0
4707,Blue,Raquel Pennington,Holly Holm,172.72,175.26,145,170.18,170.18,135,26,33,2.54,5.08,-7,S-DEC,1.0,1.0,0.0
4711,Blue,Mark Munoz,Roan Carneiro,180.34,187.96,170,182.88,182.88,185,37,36,-2.54,5.08,1,SUB,0.0,1.0,1.0
4712,Blue,Dhiego Lima,Tim Means,187.96,190.5,170,187.96,187.96,170,26,31,0.0,2.54,-5,KO/TKO,,1.0,0.0
4714,Blue,James Krause,Valmir Lazaro,182.88,185.42,155,187.96,185.42,170,28,29,-5.08,0.0,-1,S-DEC,0.0,,0.0
4716,Blue,Antonio Silva,Frank Mir,190.5,200.66,264,193.04,203.2,264,35,35,-2.54,-2.54,0,KO/TKO,0.0,0.0,
4717,Blue,Edson Barboza,Michael Johnson,177.8,185.42,145,180.34,190.5,155,29,28,-2.54,-5.08,1,U-DEC,0.0,0.0,1.0
4718,Blue,Cezar Ferreira,Sam Alvey,187.96,190.5,205,185.42,198.12,185,30,28,2.54,-7.62,2,KO/TKO,1.0,0.0,1.0
4719,Blue,Rustam Khabilov,Adriano Martins,177.8,182.88,155,172.72,185.42,155,28,32,5.08,-2.54,-4,S-DEC,1.0,0.0,0.0
4720,Blue,Iuri Alcantara,Frankie Saenz,167.64,167.64,135,175.26,180.34,135,34,34,-7.62,-12.7,0,U-DEC,0.0,0.0,
4722,Blue,Jessica Andrade,Marion Reneau,167.64,172.72,135,154.94,157.48,115,23,37,12.7,15.24,-14,SUB,1.0,1.0,0.0
4723,Blue,William Patolino,Matt Dwyer,193.04,193.04,170,180.34,190.5,170,23,25,12.7,2.54,-2,,1.0,1.0,0.0
4724,Blue,Tiago Trator,Mike de la Torre,180.34,180.34,145,175.26,177.8,145,27,28,5.08,2.54,-1,,1.0,1.0,0.0
4731,Blue,Michel Prazeres,Kevin Lee,175.26,195.58,170,167.64,170.18,170,33,22,7.62,25.4,11,U-DEC,1.0,1.0,1.0
4738,Blue,Joe Lauzon,Al Iaquinta,177.8,177.8,155,177.8,180.34,155,30,27,0.0,-2.54,3,KO/TKO,,0.0,1.0
4740,Blue,Jordan Mein,Thiago Alves,175.26,177.8,170,182.88,185.42,170,25,31,-7.62,-7.62,-6,KO/TKO,0.0,0.0,0.0
4742,Blue,Ed Herman,Derek Brunson,185.42,195.58,185,185.42,195.58,205,34,31,0.0,0.0,3,KO/TKO,,,1.0
4743,Blue,Ian McCall,John Lineker,160.02,170.18,135,165.1,162.56,125,30,24,-5.08,7.62,6,U-DEC,0.0,1.0,1.0
4745,Blue,Richardson Moreira,Ildemar Alcantara,187.96,198.12,185,187.96,182.88,185,30,32,0.0,15.24,-2,S-DEC,,1.0,0.0
4747,Blue,Alexander Gustafsson,Anthony Johnson,187.96,198.12,205,195.58,200.66,205,28,30,-7.62,-2.54,-2,KO/TKO,0.0,0.0,0.0
4748,Blue,Dan Henderson,Gegard Mousasi,187.96,193.04,185,180.34,187.96,185,44,29,7.62,5.08,15,KO/TKO,1.0,1.0,1.0
4749,Blue,Phil Davis,Ryan Bader,187.96,187.96,205,187.96,200.66,205,30,31,0.0,-12.7,-1,S-DEC,,0.0,0.0
4750,Blue,Akira Corassani,Sam Sicilia,172.72,170.18,145,172.72,172.72,145,32,28,0.0,-2.54,4,KO/TKO,,0.0,1.0
4751,Blue,Nico Musoke,Albert Tumenov,180.34,185.42,170,182.88,190.5,170,28,23,-2.54,-5.08,5,,0.0,0.0,1.0
4753,Blue,Andy Ogle,Makwan Amirkhani,177.8,182.88,145,172.72,175.26,145,25,26,5.08,7.62,-1,KO/TKO,1.0,1.0,0.0
4762,Blue,Norman Parke,Gleison Tibau,177.8,180.34,155,180.34,177.8,155,28,31,-2.54,2.54,-3,S-DEC,0.0,1.0,0.0
4764,Blue,John Howard,Lorenz Larkin,180.34,182.88,170,170.18,180.34,170,31,28,10.16,2.54,3,KO/TKO,1.0,1.0,1.0
4765,Blue,Zhang Lipeng,Chris Wade,177.8,177.8,155,180.34,180.34,155,24,27,-2.54,-2.54,-3,,0.0,0.0,0.0
4769,Blue,Matt Van Buren,Sean O'Connell,185.42,187.96,205,195.58,193.04,205,28,31,-10.16,-5.08,-3,KO/TKO,0.0,0.0,0.0
4770,Blue,Tateki Matsuda,Joby Sanchez,167.64,172.72,135,170.18,165.1,125,28,23,-2.54,7.62,5,S-DEC,0.0,1.0,1.0
4775,Blue,Danny Castillo,Paul Felder,180.34,177.8,155,175.26,180.34,155,35,30,5.08,-2.54,5,KO/TKO,1.0,0.0,1.0
4776,Blue,Marcus Brimage,Cody Garbrandt,172.72,165.1,135,162.56,180.34,135,29,23,10.16,-15.24,6,KO/TKO,1.0,0.0,1.0
4780,Blue,Alexis Dufresne,Marion Reneau,167.64,172.72,135,175.26,172.72,135,24,37,-7.62,0.0,-13,U-DEC,0.0,,0.0
4783,Blue,Antonio Carlos Junior,Patrick Cummins,187.96,193.04,205,187.96,200.66,185,24,34,0.0,-7.62,-10,U-DEC,,0.0,0.0
4784,Blue,Elias Silverio,Rashid Magomedov,175.26,177.8,155,180.34,185.42,155,28,30,-5.08,-7.62,-2,KO/TKO,0.0,0.0,0.0
4788,Blue,Tom Niinimaki,Renato Moicano,180.34,182.88,145,175.26,175.26,145,32,25,5.08,7.62,7,SUB,1.0,1.0,1.0
4789,Blue,Darren Elkins,Hacran Dias,172.72,175.26,155,177.8,180.34,145,30,30,-5.08,-5.08,0,U-DEC,0.0,0.0,
4791,Blue,Marcio Alexandre Junior,Tim Means,187.96,190.5,170,182.88,190.5,185,25,30,5.08,0.0,-5,S-DEC,1.0,,0.0
4796,Blue,Gabriel Gonzaga,Matt Mitrione,190.5,200.66,265,187.96,193.04,242,35,36,2.54,7.62,-1,KO/TKO,1.0,1.0,0.0
4797,Blue,Claudia Gadelha,Joanna Jedrzejczyk,167.64,165.1,125,162.56,160.02,115,26,27,5.08,5.08,-1,S-DEC,1.0,1.0,0.0
4799,Blue,Joe Riggs,Ben Saunders,187.96,195.58,170,182.88,177.8,185,32,31,5.08,17.78,1,SUB,1.0,1.0,1.0
4800,Blue,Jamie Varner,Drew Dober,172.72,177.8,155,172.72,182.88,155,30,26,0.0,-5.08,4,SUB,,0.0,1.0
4801,Blue,Joe Ellenberger,Bryan Barberena,182.88,182.88,170,175.26,182.88,155,29,25,7.62,0.0,4,KO/TKO,1.0,,1.0
4804,Blue,Anthony Birchak,Ian Entwistle,165.1,162.56,135,172.72,175.26,135,28,28,-7.62,-12.7,0,SUB,0.0,0.0,
4806,Blue,Jeremy Stephens,Charles Oliveira,177.8,187.96,155,172.72,180.34,145,28,25,5.08,7.62,3,U-DEC,1.0,1.0,1.0
4807,Blue,Joe Proctor,Yancy Medeiros,177.8,190.5,155,177.8,182.88,155,29,27,0.0,7.62,2,SUB,,1.0,1.0
4810,Blue,Bec Rawlings,Heather Jo Clark,167.64,162.56,115,167.64,162.56,125,25,34,0.0,0.0,-9,,,,0.0
4814,Blue,Emily Peters Kagan,Angela Hill,160.02,162.56,115,160.02,167.64,115,33,29,0.0,-5.08,4,,,0.0,1.0
4815,Blue,Johny Hendricks,Robbie Lawler,180.34,187.96,170,175.26,175.26,185,31,32,5.08,12.7,-1,S-DEC,1.0,1.0,0.0
4821,Blue,Eddie Gordon,Josh Samman,190.5,200.66,185,182.88,193.04,185,31,26,7.62,7.62,5,KO/TKO,1.0,1.0,1.0
